field name	code/format	label	note
0	Accident	accident_index	NaN	NaN	unique value for each accident. The accident_i...
116	Accident	carriageway_hazards	1	Vehicle load on road	NaN
117	Accident	carriageway_hazards	2	Other object on road	NaN
118	Accident	carriageway_hazards	3	Previous accident	NaN
119	Accident	carriageway_hazards	4	Dog on road	NaN
120	Accident	carriageway_hazards	5	Other animal on road	NaN
121	Accident	carriageway_hazards	6	Pedestrian in carriageway - not injured	NaN
122	Accident	carriageway_hazards	7	Any animal in carriageway (except ridden horse)	NaN
123	Accident	carriageway_hazards	-1	Data missing or out of range	NaN
124	Accident	carriageway_hazards	9	unknown (self reported)	NaN
125	Accident	urban_or_rural_area	1	Urban	field introduced in 1994
126	Accident	urban_or_rural_area	2	Rural	field introduced in 1994
127	Accident	urban_or_rural_area	3	Unallocated	field introduced in 1994
128	Accident	urban_or_rural_area	-1	Data missing or out of range	field introduced in 1994
